,CLM_NBR,AUTO_ACCIDENT_DESC,CLAIMANT_STATUS,APPR_DAM_EST_REC_CNT,VEH_COLR_TXT,VEH_DAM_TXT,CLMT_VEH_MDL_NM,CLMT_VEH_YR,VEH_TYPE,VEH_PRIMARY_PT_OF_DAMAGE,AIRBAG_DEPLOYED,VEH_SPEED_AT_IMPACT
5307,XSR1OLA,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI: L/F CORNER- HO,MALIBU LT,2015,Automobile,Driver Front Corner,More than one,21-50 mph
5311,K0XN0AT,Multi Veh - Unclear Liab,Closed without Payment,0,GREY,UNK SPECIFIC FRONT,G6,2009,Automobile,Complete Front End,Unknown,Unknown
5317,NG46O1U,Multi Veh - Unclear Liab,Closed with Payment,3,Maroon,SUPP DS BMPR FEND,CR-V EX AW,2013,Automobile,Driver Front Corner,None,21-50 mph
5320,1H0ELVZ,Multi Veh - Unclear Liab,Closed with Payment,2,Black,REAR BUMPE PUSHED D,SILVERADO,2013,Automobile,Complete Rear End,None,Below 10 mph
5324,2S45BMR,Multi Veh - Unclear Liab,Closed without Payment,1,MAROON,WHOLE BUMPER FELL O,AVALON XL/,2007,Automobile,Complete Rear End,None,Parked or Stopped
5326,3AYUILX,Multi Veh - Unclear Liab,Closed without Payment,1,MAROON,MINOR SCRATCHES ON,TAHOE LS/L,2006,Automobile,Complete Rear End,None,10-20 mph
5328,DIXWK6X,Multi Veh - Unclear Liab,Closed without Payment,0,SILVER,NONE,F-150 SUPE,2001,Automobile,No Damage,None,Unknown
5332,U8XP7VC,Multi Veh - Unclear Liab,Closed with Payment,2,LT GREEN,FRONT BUMPER PUSHED,OUTBACK 3.,2005,Automobile,Complete Front End,None,Unknown
5341,48O0S1W,Multi Veh - Unclear Liab,Closed without Payment,1,SILVER,PRIMARY POINT OF DA,SILVERADO,2015,Automobile,No Damage,None,Unknown
5345,THC5TUZ,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,D/S ALONG THE SIDE,RAV4,2008,Automobile,Complete Driver Side,None,Parked or Stopped
5351,3FG91QB,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,PRIMARY POINT OF DA,COROLLA CE,2008,Automobile,Complete Front End,None,Below 10 mph
5353,S2H3J9S,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,RE IMPACT.  DS BMPR,SONATA GLS,2012,Automobile,Driver Rear Corner,None,Below 10 mph
5357,FNHVQFC,Multi Veh - Unclear Liab,Closed with Payment,2,GREY,PASSENGER SIDE REAR,ACCORD SPO,2014,Automobile,Passenger Rear Corner,Unknown,Parked or Stopped
5361,PWGF6MO,Multi Veh - Unclear Liab,Closed with Payment,2,Burgundy,BUMPER,EDGE TITAN,2015,Automobile,Passenger Front Corner,None,Below 10 mph
5363,GV2PT33,Single Veh,Closed with Payment,1,SILVER,FRT BUMPERHOOD GRIL,RIO CINCO,2003,Automobile,Complete Front End,More than one,Over 50 mph
5365,HQBJ0TC,Multi Veh - Unclear Liab,Closed with Payment,3,UNKNOWN,POI: HOOD KRIMPED,AZERA,2014,Automobile,Complete Front End,Unknown,Below 10 mph
5368,NWOD90R,Single Veh,Closed with Payment,2,lt blue,FRONT BUMPER IS DAM,FOCUS SE,2014,Automobile,Complete Front End,None,Unknown
5370,CVBKJV0,Single Veh,Closed without Payment,1,DK GRAY,NONE,TRAX LT,2017,Automobile,No Damage,None,10-20 mph
5374,TZX9S4J,Multi Veh - Unclear Liab,Closed with Payment,1,UNKNOWN,POI: D/S FRONT AND,EQUINOX LT,2005,Automobile,Complete Driver Side,None,Below 10 mph
5378,1GXNC4D,Multi Veh - Unclear Liab,Closed without Payment,0,GRAY,"POI -REAR END, UNK",CAMRY BASE,2006,Automobile,Complete Rear End,None,Unknown
5386,9FUC8EW,Multi Veh - Unclear Liab,Closed with Payment,2,GREY,BUMPER DENTED IN AN,MPV LX/ES,2004,Automobile,Complete Rear End,None,Parked or Stopped
5388,1J0CIEG,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,CALLER DOENS'T KNOW,LIBERTY SP,2006,Automobile,Driver Front Corner,Unknown,Unknown
5394,LTFH3PM,Multi Veh - Unclear Liab,Closed without Payment,1,SILVER,POI: LICENSE PLATE,A4 2.0T QU,2008,Automobile,Driver Front Corner,None,Below 10 mph
5396,XHFJE7B,Multi Veh - Unclear Liab,Closed with Payment,1,BROWN,D/S FRONT WHEEL KNO,F-150 SUPE,2015,Automobile,Driver Front Corner,None,21-50 mph
5402,ETL5ZUN,Multi Veh - Unclear Liab,Closed with Payment,3,LT BLUE,FRONT BUMPER,WRANGLER U,2012,Automobile,Complete Front End,None,Unknown
5407,ZM4LVDQ,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY/SIL,FRONT BUMPER,PRIUS,2010,Automobile,Passenger Front Corner,None,Unknown
5410,3XBA76C,Multi Veh - Unclear Liab,Closed with Payment,2,GRAY,FRONT/DRIVABLE,LEGACY 2.5,2016,Automobile,Complete Front End,None,Unknown
5416,H4V3XX8,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,"BUMPER, HOOD, ENGIN",SOUL,2016,Automobile,Complete Front End,None,Unknown
5419,QRKZUTL,Multi Veh - Unclear Liab,Closed with Payment,2,Black,POI: D/S FRONT NOT,F-150 SUPE,2009,Automobile,Driver Front Corner,None,Unknown
5455,1Y97JCZ,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,P/S FENDER DMG VERI,OUTBACK 2.,2011,Automobile,Passenger Front Corner,None,Unknown
5463,8GIAYC9,Multi Veh - Unclear Liab,Closed with Payment,1,CREAM,"ENTIRE FT END GONE,",ASPEN LIMI,2009,Automobile,Complete Front End,More than one,21-50 mph
5471,55GZEAL,Single Veh,Closed with Payment,1,BLUE,POI: EXTENT UNKNOWN,CIVIC LX,2008,Automobile,Passenger Front Corner,One,Unknown
5473,2E3302E,Multi Veh - Unclear Liab,Closed without Payment,1,SILVER,POI: REAR END NO VI,PATHFINDER,2006,Automobile,Complete Rear End,None,Unknown
5477,9PT7ZER,Multi Veh - Unclear Liab,Closed with Payment,1,RED,WINDOW BRKN DOORS S,IMPALA SS,2007,Automobile,Driver Center,None,21-50 mph
5483,9H19JH6,Multi Veh - Unclear Liab,Closed without Payment,1,GREY,POI: REAR BPR TRUNK,ACCORD EX,2007,Automobile,Complete Rear End,None,Parked or Stopped
5485,PYCPF7E,Multi Veh - Unclear Liab,Closed with Payment,2,Green,POI: FRNT BUMPER BU,PRIUS BASE,2009,Automobile,Complete Front End,None,Below 10 mph
5491,JZ5O5RO,Single Veh,Closed with Payment,3,RED,P/S FRONT BUMPER AN,SONATA SPO,2015,Automobile,Passenger Front Corner,None,Unknown
5493,4TEJ0DZ,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,FRONT END DAMAGE EN,ALTIMA S/S,2006,Automobile,Complete Front End,None,21-50 mph
5495,DKXVCHS,Multi Veh - Unclear Liab,Closed without Payment,0,GREY,R/E DAMAGE,ES 350,2013,Automobile,Complete Rear End,Unknown,Unknown
5498,RI5WM0P,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,POC: FRONT END CRUN,SILVERADO,2006,Automobile,Complete Front End,None,10-20 mph
5507,9NLX9M2,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: ENTIRE REAR BU,ALTIMA S/S,2006,Automobile,Complete Rear End,None,Below 10 mph
5510,EWPYS2D,Single Veh,Closed with Payment,1,RED,FRONT AND SIDE DAMA,CAMRY L/LE,2014,Automobile,Complete Front End,More than one,21-50 mph
5513,82SCKRL,Multi Veh - Unclear Liab,Closed without Payment,1,BROWN,POI: D/S FRNT BMPR,PRIZM/LS,2002,Automobile,Driver Front Corner,None,Below 10 mph
5516,HJEQ7QY,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI- P/S WAS POI FR,ALERO GL,2004,Automobile,All Over,None,21-50 mph
5519,TAXK6TX,Multi Veh - Unclear Liab,Closed without Payment,1,RED,FRONT PANEL AND D/S,ACCENT GL/,2004,Automobile,Driver Front Corner,None,21-50 mph
5531,KYNRKSJ,Multi Veh - Unclear Liab,Closed with Payment,0,Red,"FRONT END DAMAGE, F",TITAN CREW,2010,Automobile,Complete Front End,None,Unknown
5533,66E50VD,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,COMPLETE FRONT END/,WRANGLER U,2013,Automobile,Passenger Front Corner,None,Unknown
5539,FLNYHXZ,Multi Veh - Unclear Liab,Closed with Payment,1,COCOA BR,POI: F/E P/S CORNER,ODYSSEY EX,2011,Automobile,Passenger Front Corner,None,Below 10 mph
5541,R4JFNHX,Multi Veh - Unclear Liab,Closed with Payment,1,MAROON,D.S HEADLIGHT DAMAG,PASSAT SE,2013,Automobile,Driver Front Corner,None,Unknown
5544,SN6PLAL,Multi Veh - Unclear Liab,Closed with Payment,0,WHITE,COMPLETE FRONT END,SONIC LT,2014,Automobile,Complete Front End,More than one,Over 50 mph
5545,D79PCE6,Multi Veh - Unclear Liab,Closed without Payment,0,GREY,PRIMARY POINT OF DA,ACCORD SE,2006,Automobile,No Damage,None,Below 10 mph
5548,EZNT2OT,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,ENTIRE FRONT END SM,TUCSON GLS,2011,Automobile,Complete Front End,One,Unknown
5558,VHLWZDW,Multi Veh - Unclear Liab,Closed with Payment,1,White,POI REAR ENDED UNK,E3504M AWD,2015,Automobile,Complete Rear End,None,Parked or Stopped
5560,HD7J7MD,Multi Veh - Unclear Liab,Closed with Payment,1,RED,POI DAMAGES UNK,SPORTAGE L,2013,Automobile,Driver Front Corner,One,21-50 mph
5563,XFTLGMF,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,FRT BMP ENGINE COMP,JOURNEY GT,2018,Automobile,Complete Front End,None,Unknown
5565,JQI0S7T,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,UNK EXTENT OF DMGS.,GRAND CARA,2000,Automobile,Passenger Front Corner,More than one,21-50 mph
5573,CMEFJTQ,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,P/S/F MIRROR RIPPED,PRIUS BASE,2009,Automobile,Complete Passenger Side,None,Unknown
5601,ALRY77D,Multi Veh - Unclear Liab,Closed with Payment,2,RED,REAR P/S IS CRACKED,ALTIMA,2013,Automobile,Passenger Rear Corner,None,Over 50 mph
5603,LGAGLDS,Multi Veh - Unclear Liab,Closed without Payment,0,BLUE,DMG TO P/S,PRIUS,2011,Automobile,Passenger Center,Unknown,Unknown
5605,4227KEY,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,REAR D/S CORNER OF,CIVIC LX,2004,Automobile,Driver Rear Corner,None,Unknown
5606,GBHGEG8,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,PRIMARY POINT OF DA,IS 200T,2016,Automobile,Complete Front End,More than one,Unknown
5612,1O740EQ,Multi Veh - Unclear Liab,Closed with Payment,1,White,POI: D/S FRT - UNK,CR-V EX AW,2013,Automobile,Driver Front Corner,None,10-20 mph
5614,RS9QLKI,Multi Veh - Clear Liab,Closed without Payment,0,Black,VERIFY IV DAMAGES,SENTRA,1900,Automobile,Complete Rear End,None,Unknown
5619,A80R1PP,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,FRONT PASSENGER SID,AVENGER SE,2013,Automobile,Passenger Front Corner,None,Over 50 mph
5634,N0QO1CZ,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,F P/S HEAVY DMG,FUSION SE,2011,Automobile,Passenger Front Corner,None,Over 50 mph
5636,TV8EYX9,Multi Veh - Unclear Liab,Closed with Payment,2,Gray,FRONT END DAMAGE /,FOCUS,1900,Automobile,Complete Front End,One,21-50 mph
5638,RDAEDUH,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE,SMASHED IN,CRUZE ECO,2012,Automobile,Driver Rear Corner,None,Unknown
5646,1RC9N9G,Multi Veh - Unclear Liab,Closed with Payment,2,Black,FRONT BUMPER PUSHED,EDGE LIMIT,2012,Automobile,Complete Front End,None,Unknown
5655,WK7Z268,Multi Veh - Unclear Liab,Closed without Payment,1,Green,POI:FRONT BUMPER,ESCORT ZX2,2001,Automobile,Complete Front End,None,Below 10 mph
5657,NT48KYI,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,FRONT END ANTIFREEZ,FUSION S,2015,Automobile,Complete Front End,None,21-50 mph
5661,MA372LG,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI/DMG: D/S HEADLI,COMPASS SP,2008,Automobile,Driver Front Corner,None,21-50 mph
5667,DFGGSB2,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,P/S DAMAGED,SENTRA S/F,2015,Automobile,Complete Passenger Side,None,Unknown
5668,4IY51RY,Multi Veh - Unclear Liab,Closed with Payment,3,CRYSTAL CLARET,TRUNK DENTED AND WO,DTS,2008,Automobile,Complete Rear End,None,Parked or Stopped
5677,8VSD933,Multi Veh - Unclear Liab,Closed without Payment,1,Black,"REAR BUMPER,REAR SP",WRANGLER U,2015,Automobile,Complete Rear End,None,Parked or Stopped
5679,PIQ19LP,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,POI/DMG: F P/S  HEA,EQUUS SIGN,2013,Automobile,Passenger Front Corner,Unknown,Unknown
5681,31XH527,Multi Veh - Unclear Liab,Closed with Payment,2,GRAY,D/S REAR,ACCORD EX,2015,Automobile,Driver Rear Corner,None,10-20 mph
5687,BWGDM2Y,Multi Veh - Unclear Liab,Closed with Payment,2,GOLD,DMG TO P/S DOORS,HIGHLANDER,2001,Automobile,Passenger Center,None,Below 10 mph
5689,644VCO7,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,"ENTIRE REAR, FRONT",ACCORD LX,2008,Automobile,Complete Rear End,None,Parked or Stopped
5693,HYMTSJL,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,HOODFNDRS BUMPERRAD,TOWN & COU,2000,Automobile,Complete Front End,None,21-50 mph
5702,QQGYN1V,Multi Veh - Unclear Liab,Closed with Payment,1,UNKNOWN,"F/E DMG , P/S AND D",HIGHLANDER,2013,Automobile,Complete Front End,None,Unknown
5705,GOMYJBM,Multi Veh - Unclear Liab,Closed with Payment,1,GOLD,NONE,ENCLAVE,2013,Automobile,No Damage,None,Parked or Stopped
5709,1PQRRH5,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI: PS  FRONT BUMP,RDX,2010,Automobile,Passenger Front Corner,One,Below 10 mph
5713,E9HY59U,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,EXT UNK,IMPREZA 2.,2007,Automobile,Complete Front End,None,Below 10 mph
5715,QZ0JWRX,Multi Veh - Unclear Liab,Closed with Payment,2,Gray,D/S REAR QRT PANEL,MAZDA5,2007,Automobile,Driver Rear Corner,None,Unknown
5718,NZ9IFCI,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,UNKNOWN,COROLLA L/,2012,Automobile,Driver Center,Unknown,Unknown
5727,WWHMYJJ,Single Veh,Closed with Payment,3,Ingot SilverMe,FRONT END,F-150 SUPE,2016,Automobile,Complete Front End,One,Unknown
5731,HXGRB2W,Single Veh,Closed with Payment,1,SILVER,UNDERCARRIAGE DMG A,MAZDA3 S,2007,Automobile,All Over,One,21-50 mph
5734,17MVN67,Multi Veh - Unclear Liab,Closed with Payment,3,White,"FLUIDS LEAKING, FRO",F-350 SUPE,2018,Automobile,Complete Front End,None,Unknown
5737,9RW9ML1,Single Veh,Closed without Payment,1,Gray,SCRATCHES,CIVIC EX,2002,Automobile,Passenger Front Corner,None,Unknown
5741,8IGLUBK,Multi Veh - Unclear Liab,Closed without Payment,0,DK GRAY,CENTER BUMPER WENT,PICKUP 150,2017,Automobile,Complete Rear End,None,Parked or Stopped
5744,UTK4QWU,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI/DMG: R/E P/S TI,CENTURY CU,2002,Automobile,Passenger Rear Corner,None,Unknown
5747,AI8PHDB,Multi Veh - Unclear Liab,Closed with Payment,2,GREY/SIL,FRONT END,RAV4 SPORT,2010,Automobile,Complete Front End,None,Unknown
5751,X02C3AU,Multi Veh - Unclear Liab,Closed without Payment,1,White,DMG TO BACK END AND,WINDSTAR,2003,Automobile,Complete Rear End,None,Below 10 mph
5754,YG6H9JM,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"WHOLE FRT END, DRV",VERANO,2016,Automobile,Driver Front Corner,More than one,Unknown
5760,IW1RH4Z,Multi Veh - Unclear Liab,Closed with Payment,2,LIGHT BLUE,POI P/S SCRATCHED S,ACCORD CRO,2010,Automobile,Passenger Center,None,21-50 mph
5768,SI41H5O,Multi Veh - Unclear Liab,Closed without Payment,0,UNKNOWN,MINOR FRONT END DAM,COBALT LS,2008,Automobile,Complete Front End,None,Unknown
5784,4IV21YC,Multi Veh - Unclear Liab,Closed with Payment,2,Green,POI: P/S HEADLIGHT,TAURUS SE,2000,Automobile,Passenger Front Corner,None,Unknown
5788,EG2GCVP,Multi Veh - Unclear Liab,Closed with Payment,3,Gray,BOTH D/S DOORS (DON,JETTA 1.8T,2015,Automobile,Driver Center,None,21-50 mph
5792,B7YAA3E,Multi Veh - Unclear Liab,Closed without Payment,2,Maroon,POI-REAR BUMPER CRA,J30/J30T,1996,Automobile,Complete Rear End,None,Parked or Stopped
5796,LHLVNXC,Multi Veh - Unclear Liab,Closed without Payment,0,Red,POI R/E BUMPER DAMA,ESCAPE LIM,2006,Automobile,Complete Rear End,None,Parked or Stopped
5798,4DUL8IX,Multi Veh - Unclear Liab,Closed without Payment,0,GREY,PRIMARY POINT OF DA,CAMRY CE/L,2007,Automobile,Complete Front End,None,Unknown
5800,2D4XWHT,Multi Veh - Unclear Liab,Closed without Payment,0,UNKNOWN,BUMPER CRACKED TAIL,ESCAPE XLT,2012,Automobile,Complete Rear End,None,Parked or Stopped
5804,WN4CAIN,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,POI:D/S  RR BUMPER,3.2TL,2003,Automobile,Driver Rear Corner,None,Parked or Stopped
5808,QMU42PG,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,PRIMARY POINT OF DA,ACCORD EX,2016,Automobile,Complete Rear End,None,Parked or Stopped
5811,A7X7RDS,Multi Veh - Unclear Liab,Closed with Payment,3,White,"PS FRONT END DAMAG,",COROLLA L/,2013,Automobile,Passenger Front Corner,None,Unknown
5823,ZENWO66,Multi Veh - Clear Liab,Closed with Payment,3,GRAY,SUPP,OUTBACK 2.,2017,Automobile,Complete Rear End,None,Parked or Stopped
5831,4N0FUY8,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,FRONT END DAMAGE BU,ELANTRA BL,2010,Automobile,Complete Front End,One,Unknown
5843,C9Y5BB5,Single Veh,Closed without Payment,1,Blue,UNK,EXPEDITION,2000,Automobile,Passenger Center,Unknown,Unknown
5849,DQM2X7U,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,UNK,FORESTER 2,2014,Automobile,Passenger Front Corner,None,Over 50 mph
5852,L5BWK7L,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,UNKNOWN,ROGUE S/SL,2014,Automobile,Driver Front Corner,Unknown,Unknown
5855,3E8X80O,Multi Veh - Unclear Liab,Closed without Payment,1,MAROON,REAR BUMPER,PILOT LX,2015,Automobile,Complete Rear End,None,Unknown
5859,FCY14H7,Single Veh,Closed with Payment,1,GRAY,FRONT P/S DMG,CAMRY LE/S,2016,Automobile,Passenger Front Corner,More than one,21-50 mph
5861,RGQ3TGY,Multi Veh - Unclear Liab,Closed without Payment,1,BLUE/GREY,POI: P/S TRUNK SMAS,L300 2,2004,Automobile,Passenger Rear Corner,None,Parked or Stopped
5865,SRN1K76,Multi Veh - Unclear Liab,Closed with Payment,3,Black,POI: ENTIRE P/S DEN,CIVIC EX,2012,Automobile,Complete Passenger Side,None,10-20 mph
5869,XJJI792,Multi Veh - Unclear Liab,Closed without Payment,0,White,BUMPER AND REAR END,M3,2016,Automobile,Complete Rear End,None,Parked or Stopped
5873,72I6BIS,Multi Veh - Unclear Liab,Closed with Payment,1,Blue,POI: REAR BUMPER BR,LUCERNE CX,2006,Automobile,Complete Rear End,None,Parked or Stopped
5876,W3VX1AF,Multi Veh - Unclear Liab,Closed without Payment,1,BLUE,NONE,V50 T5,2005,Automobile,No Damage,None,10-20 mph
5878,XGJ1J2L,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,"R/E BUMPER, POSSIBL",CAMRY,2017,Automobile,Complete Rear End,None,Over 50 mph
5882,X61W36W,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI D/S REAR QUARTE,GRAND MARQ,2000,Automobile,Driver Rear Corner,None,Over 50 mph
5894,GSFOA6Z,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,HEADLIGHTS ARE BROK,ENCLAVE CX,2008,Automobile,Passenger Front Corner,None,Unknown
5897,77AEBJW,Multi Veh - Clear Liab,Closed with Payment,2,WHITE,SCRACTHES,PRIUS V,2012,Automobile,Complete Front End,None,Unknown
5900,VZ9MOCW,Single Veh,Closed with Payment,2,WHITE,WINDSHIELD CAVED FT,ESCAPE LIM,2011,Automobile,Driver Front Corner,None,Unknown
5904,S58XWQP,Multi Veh - Unclear Liab,Closed without Payment,1,White,UNK EXTENT OF DMG,RAV4 HYBRI,2016,Automobile,Driver Front Corner,None,Unknown
5906,46VKZLV,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,POI: BUMPER PAINT T,GRAND CHER,2008,Automobile,Complete Rear End,None,Parked or Stopped
5910,7UJYDV6,Multi Veh - Unclear Liab,Closed with Payment,1,Red,POI FRONT GRILL GON,COROLLA CE,2004,Automobile,Passenger Front Corner,None,10-20 mph
5914,ITEL1IC,Single Veh,Closed with Payment,1,SILVER,UNKNOWN,ELANTRA BL,2010,Automobile,Complete Front End,None,Unknown
5918,Z3HKXFR,Multi Veh - Unclear Liab,Closed without Payment,0,Silver,POI P/S QUARTER DEN,FUSION SE,2013,Automobile,Passenger Center,None,21-50 mph
5920,M46XBXC,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI:  REAR END,CAMRY LE/C,2003,Automobile,Driver Front Corner,Unknown,Below 10 mph
5922,M98G72R,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI/DMG - UNKNOWN,ODYSSEY TO,2005,Automobile,Driver Front Corner,Unknown,Unknown
5926,XBYW7AE,Multi Veh - Unclear Liab,Closed with Payment,3,WHITE,"BUMPER, HOOD DAMAGE",IMPREZA 2.,2015,Automobile,Complete Front End,None,Unknown
5929,22PPU7F,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,D/S REAR DOOR DENT,LEGEND L,1993,Automobile,Driver Center,None,21-50 mph
5933,5OW6R83,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"FRONT END DMG, FRON",GS 350 AWD,2007,Automobile,Complete Front End,None,Unknown
5937,AM4XZFR,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,FRONT BUMPER FOLDED,PICKUP 150,2014,Automobile,Complete Front End,None,10-20 mph
5943,BYEUZD0,Multi Veh - Unclear Liab,Closed without Payment,0,MAROON,"LEFT HEADLIGHT, RAD",CR-V EX,2002,Automobile,Driver Front Corner,None,21-50 mph
5947,DJ19CAC,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: FR FENDER/BMPR,COMPASS,2015,Automobile,Driver Front Corner,More than one,21-50 mph
5959,ZDDUP5V,Multi Veh - Unclear Liab,Closed without Payment,2,Black,FRONT END - BUMPER,ACCENT SE,2017,Automobile,Complete Front End,None,Below 10 mph
5961,FBLB6OX,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,"FRONT END DMGED, SM",ACCENT GS,2009,Automobile,Complete Front End,One,Unknown
5964,BQA4UBV,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,DRIVER SIDE CENTER,GRAND CARA,2008,Automobile,Driver Rear Corner,None,Below 10 mph
5966,VKZY0T2,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI: REAR P/S -BUMP,CR-V EX,2007,Automobile,Passenger Rear Corner,None,Parked or Stopped
5968,39QV40S,Multi Veh - Unclear Liab,Closed with Payment,1,Silver,D/S FRT FENDER DENT,TAURUS SES,2003,Automobile,Driver Front Corner,None,Unknown
5974,83HUPVH,Multi Veh - Clear Liab,Closed with Payment,0,BLUE,"BUMPER , TAILGATE D",ODYSSEY TO,2014,Automobile,Complete Rear End,None,Parked or Stopped
5982,XXZTBG0,Multi Veh - Clear Liab,Closed with Payment,2,Gray,SMASHED FRONT CORNE,PRIUS PRIM,2018,Automobile,Driver Front Corner,None,Below 10 mph
5985,ARWMZDG,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,P/S BOTH WHEELS AND,TUNDRA CRE,2018,Automobile,Complete Passenger Side,None,Unknown
5989,WU6XTG3,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,F/E COMPLETE SMASHE,ODYSSEY EX,2004,Automobile,Complete Front End,One,21-50 mph
5997,K5UW5T8,Multi Veh - Unclear Liab,Closed with Payment,3,Silver,"P/S FRONT BUMPER, R",RX 350 AWD,2013,Automobile,Passenger Front Corner,None,Below 10 mph
5999,OA6EECR,Multi Veh - Unclear Liab,Closed with Payment,1,MAROON,D/S FRNT DMGS EXTNS,RAV4 LE,2016,Automobile,Driver Front Corner,One,Unknown
6023,PECTGET,Single Veh,Closed with Payment,1,BLUE,"FRONT D/S DAMAGE, B",ENCLAVE AV,2018,Automobile,Driver Front Corner,More than one,21-50 mph
6027,M3HIA7M,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI:R/E BUMPER SMAS,SANTA FE S,2013,Automobile,Complete Rear End,None,Parked or Stopped
